Subfamily,Tribe,Division,Genus,Species,Species authority,Genus authority,Geographic Region,Genus species,Exons,Exons to Capture,Exons Status,Source Institution,Exome,Exome Status,Genome,Genome Status,Sperm,Skin,Notes Status,Notes Taxon,Samples,,,,,,,,,,,
Murinae,Hydromyini,Hydromys,Leptomys,signatus,Tate & Archbold,Thomas,SAHUL,Leptomys signatus,Maybe,Maybe,UNKNOWN SOURCE (AMNH?),,NO,,,,,,AMNH?,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Limnomys,bryophilus,Rickart;  Heaney;  & Tabaranza Jr.,Mearns,PHILIPPINES,Limnomys bryophilus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Limnomys,sibuanus,Mearns,Mearns,PHILIPPINES,Limnomys sibuanus,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Hydromyini,Pogonomys,Lorentzimys,nouhuysi,Jentink,Jentink,SAHUL,Lorentzimys nouhuysi,Y ,N,Complete,,Y ,Complete,,,,,,Multi-taxon?,Lorentzimys_nouhuysi_ABTC46314_EC1,Lorentzimys_nouhuysi_M13679_EC5,Lorentzimys_nouhuysi_M26345_EC5,,,,,,,,,
Murinae,Hydromyini,Pogonomys,Macruromys,elegans,Stein,Stein,SAHUL,Macruromys elegans,Maybe,Maybe,FAILED,,NO,,,,,,Extraction Phase; retry? No material remaining.,,AMNH 103253,,,,,,,,,,,
Murinae,Hydromyini,Pogonomys,Macruromys,major,,Stein,SAHUL,Macruromys major,Y ,N,Complete,,Y ,In Capture at UoM,,,,,,,Macruromys_major_ABTC43909_EC1,,,,,,,,,,,
Murinae,Millardini,Millardia,Madromys,blanfordi,Thomas,Thomas,ASIA,Madromys blanfordi,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Malacomyini,Malacomys,Malacomys,cansdalei,Ansell,Milne-Edwards,AFRICA,Malacomys cansdalei,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Malacomyini,Malacomys,Malacomys,edwardsi,Rochebrune,Milne-Edwards,AFRICA,Malacomys edwardsi,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Malacomyini,Malacomys,Malacomys,longipes,Milne-Edwards,Milne-Edwards,AFRICA,Malacomys longipes,Y ,N,Exome,,Y ,Complete,,,,,,,Malacomys_longipes_TCD4253_EXOME,,,,,,,,,,,
Murinae,Hydromyini,Mallomys,Mallomys,aroaensis,De Vis,Thomas,SAHUL,Mallomys aroaensis,Y ,N,Complete,,NO,,,,,,,,Mallomys_aroaensis_M16693_EC2,Mallomys_aroaensis_(hercules)_NHM_1912_1311_EC4,,,,,,,,,,
Murinae,Hydromyini,Mallomys,Mallomys,gunung,Flannery;  Aplin;  & Groves,Thomas,SAHUL,Mallomys gunung,Maybe,Maybe,AM Samples Missing;  Source AMNH,,NO,,,,,,Skins at AMNH,,,,,,,,,,,,,
Murinae,Hydromyini,Mallomys,Mallomys,istapantap,Flannery;  Aplin;  & Groves,Thomas,SAHUL,Mallomys istapantap,Y ,N,Complete,,NO,,,,,,,,Mallomys_istapantap_M12875_EC2,,,,,,,,,,,
Murinae,Hydromyini,Mallomys,Mallomys,rothschildi,Thomas,Thomas,SAHUL,Mallomys rothschildi,Y ,N,Complete,,Y ,In Capture at UoM,,,,,,,Mallomys_rothschildi_ABTC47402_EC1,,,,,,,,,,,
Murinae,Murini,Mus,Malpaisomys,insularis,,,ASIA,Malpaisomys insularis,No,N,Skeleton Only,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Hydromyini,Mallomys,Mammelomys,lanosus,Thomas,Thomas,SAHUL,Mammelomys lanosus,Y ,N,Complete,,Y ,In Capture at UoM,,,,,,,Mammelomys_lanosus_ABTC47208_EC1,,,,,,,,,,,
Murinae,Hydromyini,Mallomys,Mammelomys,rattoides,Thomas,Thomas,SAHUL,Mammelomys rattoides,Y ,N,Complete,,NO,,,,,,,,Mammelomys_rattoides_M16779_EC2,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Margaretamys,beccarii,Jentink,Jentink,WALLACEA,Margaretamys beccarii,Y ,Y,Extract at MV,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Margaretamys,christinae,Mortelliti;  Castiglia;  Amori;  Maryanto;  & Musser,Jentink,WALLACEA,Margaretamys christinae,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Margaretamys,elegans,Musser,Jentink,WALLACEA,Margaretamys elegans,Y ,Y,Extract at MV,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Margaretamys,parvus,Musser,Jentink,WALLACEA,Margaretamys parvus,Y ,N,Exome,,Y ,Complete,,,,,,,Margaretamys_parvus_Z21794_EXOME,,,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Mastacomys,fuscus,Thomas,Thomas,SAHUL,Mastacomys fuscus,Y ,N,Complete,,Y ,Complete,Y,MV - Promethion;  HiSeq;  HiC,,,,,Mastacomys_fuscus_ABTC07354_EC1,Mastacomys_fuscus_C37548_EC5,Mastacomys_fuscus_M13957_EC2,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Mastomys,awashensis,Lavrenchenko;  Likhnova;  & Baskevich,Smith,AFRICA,Mastomys awashensis,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Mastomys,coucha,Smith,Smith,AFRICA,Mastomys coucha,Y ,Y,To Request,"ABTC	65745		TM45044ABTC	65717		TM45005",NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Mastomys,erythroleucus,Temminck,Smith,AFRICA,Mastomys erythroleucus,Y ,Y,To Request,"ABTC	65697		No voucher",NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Mastomys,huberti,Wroughton,Smith,AFRICA,Mastomys huberti,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Mastomys,kollmannspergeri,Petter,Smith,AFRICA,Mastomys kollmannspergeri,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Mastomys,natalensis,Smith,Smith,AFRICA,Mastomys natalensis,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Mastomys,pernanus,Kershaw,Smith,AFRICA,Mastomys pernanus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Mastomys,shortridgei,St. Leger,Smith,AFRICA,Mastomys shortridgei,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Maxomys,Maxomys,alticola,Thomas,Jentink,SUNDA,Maxomys alticola,Y ,Y,Sample at LSU??,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Maxomys,Maxomys,baeodon,Thomas,Jentink,SUNDA,Maxomys baeodon,Y ,Y,Sample at LSU??,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Maxomys,Maxomys,bartelsii,Jentink,Jentink,SUNDA,Maxomys bartelsii,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Maxomys,Maxomys,dollmani,Ellerman,Jentink,WALLACEA,Maxomys dollmani,Y ,Y,Extract at MV,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Maxomys,Maxomys,hellwaldii,Jentink,Jentink,WALLACEA,Maxomys hellwaldii,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Maxomys,Maxomys,hylomyoides,Robinson & Kloss,Jentink,SUNDA,Maxomys hylomyoides,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Maxomys,Maxomys,inas,Bonhote,Jentink,SUNDA,Maxomys inas,Y ,Y,Sample at LSU??,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Maxomys,Maxomys,inflatus,Robinson & Kloss,Jentink,SUNDA,Maxomys inflatus,Y ,Y,Sample at LSU??,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Maxomys,Maxomys,moi,Robinson & Kloss,Jentink,ASIA,Maxomys moi,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Maxomys,Maxomys,musschenbroekii,Jentink,Jentink,WALLACEA,Maxomys musschenbroekii,Y ,N,Exome,,Y ,Complete,,,,,,,Maxomys_musschenbroekii_Z21924_KCR1493_EXOME,,,,,,,,,,,
Murinae,Rattini,Maxomys,Maxomys,ochraceiventer,Thomas,Jentink,SUNDA,Maxomys ochraceiventer,Y ,Y,Sample at LSU??,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Maxomys,Maxomys,pagensis,Miller,Jentink,SUNDA,Maxomys pagensis,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Maxomys,Maxomys,panglima,Robinson,Jentink,SUNDA,Maxomys panglima,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Maxomys,Maxomys,rajah,Thomas,Jentink,SUNDA,Maxomys rajah,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Maxomys,Maxomys,surifer,Miller,Jentink,SUNDA,Maxomys surifer,Y ,N,Exome,,Y ,Complete,,,,,,,Maxomys_surifer_JAE3632_EXOME,,,,,,,,,,,
Murinae,Rattini,Maxomys,Maxomys,tajuddinii,Achmadi;  Maryanto;  & Maharadatunkamsi,Jentink,SUNDA,Maxomys tajuddinii,Y ,Y,Sample at LSU??,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Maxomys,Maxomys,wattsi,Musser,Jentink,WALLACEA,Maxomys wattsi,Y ,Y,Extract at MV,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Maxomys,Maxomys,whiteheadi,Thomas,Jentink,SUNDA,Maxomys whiteheadi,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Echiothrix,Melasmothrix,naso,Miller & Hollister,Miller & Hollister,WALLACEA,Melasmothrix naso,Y ,N,Exome,,Y ,Complete,,,,,,,Melasmothrix_naso_Z21808_EXOME,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Melomys,aerosus,Thomas,Gould,SAHUL,Melomys aerosus,Y ,N,EC8,,NO,,,,,Y,More Samples ?,Check Placement,Melomys_aerosus_M33494_EC4,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Melomys,arcium,Thomas,Gould,SAHUL,Melomys arcium,Y ,N,EC8,,NO,,,,,,Extraction Phase,Significance?,NHM_1889.6.3.2,NHM_89.6.3.2,,,,,,,,,,
Murinae,Hydromyini,Uromys,Melomys,bannisteri,Kitchener & Maryanto,Gould,SAHUL,Melomys bannisteri,Y ,N,Complete,,NO,,,,,,,,Melomys_bannisteri_M42669_EC2,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Melomys,bougainville,Troughton,Gould,SAHUL,Melomys bougainville,Y ,N,EC8,,NO,,,,,,type EC8 (AM_M5757),,Melomys_bougainville_M21864_EC5,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Melomys,burtoni,Ramsay,Gould,SAHUL,Melomys burtoni,Y ,N,Complete,,NO,,,,,,More Samples EC7,Multi-taxon?,Melomys_burtoni_ABTC24240_EC5,Melomys_burtoni_ABTC8276_EC5,Melomys_burtoni_M13838_EC5,Melomys_burtoni_M21552_EC2,Melomys_burtoni_M61340_EC5,,,,,,,
Murinae,Hydromyini,Uromys,Melomys,capensis,Tate,Gould,SAHUL,Melomys capensis,Y ,N,Complete,,NO,,,,,,More Samples EC7,,Melomys_capensis_M15847_EC2,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Melomys,caurinus,Thomas,Gould,SAHUL,Melomys caurinus,Y ,N,EC8,,NO,,,,,,Extraction Phase;  New request NHM,,NHM_1921.2.9.2,NHM_21.2.9.2,,,,,,,,,,
Murinae,Hydromyini,Uromys,Melomys,cervinipes,Gould,Gould,SAHUL,Melomys cervinipes,Y ,N,EC8,,NO,,,,,,,,Melomys_cervinipes_ABTC08336_EC5,Melomys_cervinipes_ABTC24245_EC5,Melomys_cervinipes_M13861_EC2,,,,,,,,,
Murinae,Hydromyini,Uromys,Melomys,cooperae,Kitchener,Gould,SAHUL,Melomys cooperae,Y ,N,EC8,,NO,,,,,,,,Melomys_cooperae_M43822_EC2,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Melomys,cryptomelomys,,,SAHUL,Melomys cryptomelomys,Y ,N,EC8,,NO,,,,,Y,Toe Pads received from ANWC,Type series designated by Ken,ANWC_M12711 ,ANWC_M12716 ,ANWC_M15470 ,,,,,,,,,
Murinae,Hydromyini,Uromys,Melomys,dollmani,,Gould,SAHUL,Melomys dollmani,Y ,N,EC8,,NO,,,,,,AMNH; SAM extract; NHM Helgen Sample?,long-tailed rufescens sister,,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Melomys,fraterculus,Thomas,Gould,SAHUL,Melomys fraterculus,Y ,N,Complete,,NO,,,,,,,,Melomys_fraterculus_NHM_ZD_1920_72627_EC4,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Melomys,frigicola,Tate,Gould,SAHUL,Melomys frigicola,Maybe,Maybe,AMNH??,,NO,,,,,,AMNH?,in the lutillus/burtoni. High elevation,,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Melomys,fulgens,Thomas,Gould,SAHUL,Melomys fulgens,Y ,N,Complete,,NO,,,,,,,,Melomys_fulgens_NHM_1920_72619_EC4,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Melomys,howi,Kitchener,Gould,SAHUL,Melomys howi,Y ,N,EC8,,NO,,,,,,WAM specimen,,M44755,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Melomys,leucogaster,Jentink,Gould,SAHUL,Melomys leucogaster,Y ,N,Complete,,NO,,,,,,,with Protochromys,Melomys_leucogaster_M13806_EC2,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Melomys,lutillus,Thomas,Gould,SAHUL,Melomys lutillus,Y ,N,Complete,,NO,,,,,,Only 1 specimen,,Melomys_lutillus_M16398_EC5,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Melomys,matambuai,Flannery;  Colgan;  & Trimble,Gould,SAHUL,Melomys matambuai,Y ,N,Complete,,NO,,,,,,,,Melomys_matambuai_M19639_EC5,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Melomys,newbritain_spA,,,SAHUL,Melomys newbritain_spA,Y ,N,Complete,,NO,,,,,,,,Melomys_sp_A_New_Britain_M30821_EC5,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Melomys,newbritain_spB,,,SAHUL,Melomys newbritain_spB,Y ,N,Complete,,NO,,,,,,,,Melomys_sp_B_New_Britain_M30888_EC5,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Melomys,obiensis,Thomas,Gould,SAHUL,Melomys obiensis,Y ,N,Complete,,NO,,,,,,,M.burtoni complex,Melomys_obiensis_MZB38207_EC2,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Melomys,paveli,K. Helgen,Gould,SAHUL,Melomys paveli,Maybe,Maybe,FAILEDEC8,,NO,,,,,,,,Melomys_paveli_MZB35961_EC2 (this sample is probably M.fraterculus (Helgen)),,,,,,,,,,,
Murinae,Hydromyini,Uromys,Melomys,rubicola,Thomas,Gould,SAHUL,Melomys rubicola,Y ,N,Complete,,NO,,,,,,,,Melomys_rubicola_M13256_EC5,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Melomys,rufescens,Alston,Gould,SAHUL,Melomys rufescens,Y ,N,Complete,,Y ,Complete,,,,,More Samples EC7,M. gracilis is a junior synonym,Melomys_rufescens_ABTC44798_EC1,Melomys_rufescens_ABTC92011_EC5,Melomys_rufescens_M42450_EC5,Melomys_rufescens_gracilis_NHM_ZD_1953_401_EC4,,,,,,,,
Murinae,Hydromyini,Uromys,Melomys,spechti,Flannery & Wickler,Flannery & Wickler,SAHUL,Melomys spechti,No ,N,Subfossil,,NO,,,,,,NO - Subfossil Only,,,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Melomys,talaudium,Thomas,Gould,SAHUL,Melomys talaudium,Y ,N,EC8,,NO,,,,,,Requested NHM,,NHM_1921.2.9.3,,,,,,,,,,,
Murinae,Hydromyini,Conilurus,Mesembriomys,gouldii,Gray,Gray,SAHUL,Mesembriomys gouldii,Y ,N,Complete,,Y ,Complete,,,,,,,Mesembriomys_gouldii_ABTC07412_EC1,Mesembriomys_gouldii_JM20380_EC5,Mesembriomys_gouldii_JM20901_EC5,Mesembriomys_gouldii_U4410_EC5,,,,,,,,
Murinae,Hydromyini,Conilurus,Mesembriomys,macrurus,Peters,Gray,SAHUL,Mesembriomys macrurus,Y ,N,Complete,,Y ,Complete,,,,,,,Mesembriomys_macrurus_ABTC07337_EC1,Mesembriomys_macrurus_ABTC18112_EC5,,,,,,,,,,
Murinae,Arvicanthini,Aethomys,Micaelamys,granti,Wroughton,Wroughton,AFRICA,Micaelamys granti,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Aethomys,Micaelamys,namaquensis,A. Smith,Wroughton,AFRICA,Micaelamys namaquensis,Y ,Y,To Request,MVZ:Mamm:220965,NO,,,,,,,,,,,,,,,,,,,
Murinae,Hydromyini,Hydromys,Microhydromys,argenteus,K. Helgen;  Leary;  & Aplin,Tate & Archbold,SAHUL,Microhydromys argenteus,Y ,Y,To Request,Bishop (skin),NO,,,,,,Bishop Only,,,,,,,,,,,,,
Murinae,Hydromyini,Hydromys,Microhydromys,richardsoni,Tate & Archbold,Tate & Archbold,SAHUL,Microhydromys richardsoni,Y ,N,Complete,,Y ,In Capture at UoM,,,,,,,Microhydromys_richardsoni_M35851_EC2,,,,,,,,,,,
Murinae,Rattini,Micromys,Micromys,erythrotis,Blyth,Pallas,ASIA,Micromys erythrotis,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Micromys,Micromys,minutus,Pallas,Pallas,ASIA,Micromys minutus,Y ,Y,To Request,MSB:Mamm:95557MSB:Mamm:95556MSB:Mamm:95555MSB:Mamm:95174MSB:Mamm:148496MSB:Mamm:146459,ADD,ADD_Need Sample,,,,,EC2,,,,,,,,,,,,,
Murinae,Millardini,Millardia,Millardia,gleadowi,Murray,Gray,ASIA,Millardia gleadowi,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Millardini,Millardia,Millardia,kathleenae,Thomas,Gray,ASIA,Millardia kathleenae,Y ,Y, To Request / Extract at MV,"ABTC	125158	ANWC	M30313ABTC	116400	ANWC	M30313ABTC	116403	ANWC	M30313ABTC	116405	ANWC	M30311",NO,,,,,,,,,,,,,,,,,,,
Murinae,Millardini,Millardia,Millardia,kondana,Mishra & Dhanda,Gray,ASIA,Millardia kondana,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Millardini,Millardia,Millardia,meltada,Gray,Gray,ASIA,Millardia meltada,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Hydromyini,Hydromys,Mirzamys,louiseae,K. Helgen & L. Helgen,K. Helgen & L. Helgen,SAHUL,Mirzamys louiseae,Y ,N,Complete,,Y ,In Capture at UoM,,,,,,Aplin Pseudohydromys,Mirzamys_louiseae_ABTC133754_EC2,Pseudohydromys_sp_ABTC137344_EC5,,,,,,,,,,
Murinae,Hydromyini,Hydromys,Mirzamys,norahae,,,SAHUL,Mirzamys norahae,Y ,N,Complete = Pseudohydromys sp.,,NO,,,,,,Helgen to check specimen. Remind Helgen,Aplin Pseudohydromys=Mirzamys; possible as collected before Mirzamys named (remind Helgen to check specimen),Pseudohydromys_sp_ABTC137344_EC5,,,,,,,,,,,
Murinae,Murini,Mus,Mus,baoulei,Vermeiren & W. Verheyen,Linnaeus,AFRICA,Mus baoulei,Y ,Y,To Request,,,,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,booduga,Gray,Linnaeus,ASIA,Mus booduga,Y ,Y,To Request,"ABTC	116426	ANWC	M29300ABTC	116474	ANWC	M32991ABTC	116472	ANWC	M32992ABTC	116477	ANWC	M32995",,,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,bufo,Thomas,Linnaeus,AFRICA,Mus bufo,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,callewaerti,Thomas,Linnaeus,AFRICA,Mus callewaerti,Y ,Y,To Request,,,,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,caroli,Bonhote,Linnaeus,ASIA,Mus caroli,Y ,N,Exome,,Y,Complete Sarver 2017,Available,NCBI,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,cervicolor,Hodgson,Linnaeus,ASIA,Mus cervicolor,Y ,N,Exome,,Y,Complete Sarver 2017,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,cookii,Ryley,Linnaeus,ASIA,Mus cookii,Y ,N,Complete,,Y,Complete Sarver 2017,,,,,,,Mus_cookii_M24924_EC2,,,,,,,,,,,
Murinae,Murini,Mus,Mus,crociduroides,Robinson & Kloss,Linnaeus,SUNDA,Mus crociduroides,Y ,N,Exome,,Y ,Failed Extraction at UoM,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,cypriacus,Cucchi;  Auffray;  Renaud;  Fabre;  Catalan;  Hadjisterkotis;  Bonhomme;  & Vigne,Linnaeus,ASIA,Mus cypriacus,Y ,Y,To Request,,,,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,famulus,Bonhote,Linnaeus,ASIA,Mus famulus,Y ,Y,To Request,,,,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,fernandoni,Phillips,Linnaeus,ASIA,Mus fernandoni,Y ,Y,To Request,,,,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,fragilicauda,Auffray;  Orth;  Catalan;  Gonzalez;  Desmarais;  & Bonhomme,Linnaeus,ASIA,Mus fragilicauda,Y ,Y,To Request,"ABTC	125290	ANWC	M30354ABTC	116418	ANWC	M30355ABTC	116423	ANWC	M30219",,,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,goundae,F. Petter & Genest,Linnaeus,AFRICA,Mus goundae,Y ,Y,To Request,,,,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,haussa,Thomas & Hinton,Linnaeus,AFRICA,Mus haussa,Y ,Y,To Request,,,,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,imberbis,,,AFRICA,Mus imberbis,Y ,Y,To Request,,,,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,indutus,Thomas,Linnaeus,AFRICA,Mus indutus,Y ,Y,To Request,,,,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,lepidoides,Fry,,ASIA,Mus lepidoides,Y ,Y,To Request,"ABTC	116500	ANWC	M30495ABTC	116504	ANWC	M30314ABTC	116678	ANWC	M30493ABTC	116691	ANWC	M30494",,,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,macedonicus,Petrov & Ruzic,Linnaeus,ASIA,Mus macedonicus,Y ,N,Exome,,Y,Complete Sarver 2017,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,mahomet,Rhoads,Linnaeus,AFRICA,Mus mahomet,Y ,Y,To Request,,,,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,mattheyi,F. Petter,Linnaeus,AFRICA,Mus mattheyi,Y ,Y,To Request,,,,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,mayori,Thomas,Linnaeus,ASIA,Mus mayori,Y ,Y,To Request,,,,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,minutoides,Smith,Linnaeus,AFRICA,Mus minutoides,Y ,N,Exome,,Y,Complete Sarver 2017,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,musculoides,Temminck,Linnaeus,AFRICA,Mus musculoides,Y ,N,Exome,,Y ,Failed Library Prep at UoM,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,musculus,Linnaeus,Linnaeus,AFRICA,Mus musculus,Y ,N,Reference,,Y ,Y,Reference,Reference,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,neavei,Thomas,Linnaeus,AFRICA,Mus neavei,Y ,Y,To Request,,,,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,nitidulus,Blyth,,ASIA,Mus nitidulus,Y ,Y,To Request,"ABTC	125160	ANWC	M30499ABTC	116516	ANWC	M30508ABTC	116517	ANWC	M30511ABTC	116518	ANWC	M30510ABTC	116519	ANWC	M30509ABTC	116521	ANWC	M30513ABTC	116522	ANWC	M30512ABTC	116523	ANWC	M30498ABTC	116557	ANWC	M30499ABTC	116559	ANWC	M30514ABTC	125110	ANWC	M30514ABTC	125112	ANWC	M30499ABTC	125121	ANWC	M30509",,,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,orangiae,Roberts,Linnaeus,AFRICA,Mus orangiae,Y ,Y,To Request,,,,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,oubanguii,F. Petter & Genest,Linnaeus,AFRICA,Mus oubanguii,Y ,Y,To Request,,,,Available,NCBI,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,pahari,Thomas,Linnaeus,ASIA,Mus pahari,Y ,N,Exome,,Y,Complete Sarver 2017,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,phillipsi,Wroughton,Linnaeus,ASIA,Mus phillipsi,Y ,Y,To Request,,,,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,platythrix,Bennett,Linnaeus,ASIA,Mus platythrix,Y ,N,Exome,,Y,Complete Sarver 2017,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,saxicola,Elliot,Linnaeus,ASIA,Mus saxicola,Y ,Y,To Request,,,,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,setulosus,Peters,Linnaeus,AFRICA,Mus setulosus,Y ,Y,To Request,,,,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,setzeri,F. Petter,Linnaeus,AFRICA,Mus setzeri,Y ,Y,To Request,,,,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,shortridgei,Thomas,Linnaeus,ASIA,Mus shortridgei,Y ,Y,To Request,"ABTC	119106ABTC	119136ABTC	119137ABTC	119151",,,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,sorella,Thomas,Linnaeus,AFRICA,Mus sorella,Y ,Y,To Request,,,,,,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,spicilegus,,Linnaeus,ASIA,Mus spicilegus,Y ,N,Exome,,Y,Complete Sarver 2017,Available,NCBI,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,spretus,Lataste,Linnaeus,ASIA,Mus spretus,Y ,N,Exome,,Y,Complete Sarver 2017,Available,NCBI,,,,,,,,,,,,,,,,
Murinae,Murini,Mus,Mus,tenellus,Thomas,Linnaeus,AFRICA,Mus tenellus,Y ,Y,To Request,,,,,,,,,,,,,,,,,,,,,
