Subfamily,Tribe,Division,Genus,Species,Species authority,Genus authority,Geographic Region,Genus species,Exons,Exons to Capture,Exons Status,Source Institution,Exome,Exome Status,Genome,Genome Status,Sperm,Skin,Notes Status,Notes Taxon,Samples,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,verecundus,Thomas,Linnaeus,SAHUL,Rattus verecundus,Y ,N,Complete,,NO,,,,,,,,Rattus_verecundus_M17628_EC2,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,villosissimus,Waite,Linnaeus,SAHUL,Rattus villosissimus,Y ,N,Complete,,Y ,Complete,,,,,,,Rattus_villosissimus_KCR1217_EXOME,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,xanthurus,Gray,Linnaeus,WALLACEA,Rattus xanthurus,Y ,N,Complete,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Arvicanthis,Rhabdomys,bechuanae,Thomas,Thomas,AFRICA,Rhabdomys bechuanae,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Arvicanthis,Rhabdomys,dilectus,De Winton,Sparrman,AFRICA,Rhabdomys dilectus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Arvicanthis,Rhabdomys,intermedius,Wroughton,Thomas,AFRICA,Rhabdomys intermedius,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Arvicanthis,Rhabdomys,pumilio,Sparrman,Sparrman,AFRICA,Rhabdomys pumilio,Y ,N,Genome,,NO,,Y -Complete,,,,,,,,,,,,,,,,,
Murinae,Hydromyini,Chrotomys,Rhynchomys,banahao,Balete;  Rickart;  Rosell-Ambal;  Jansa;  & Heaney,Thomas,PHILIPPINES,Rhynchomys banahao,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Hydromyini,Chrotomys,Rhynchomys,isarogensis,Musser & Freeman,Thomas,PHILIPPINES,Rhynchomys isarogensis,Y ,N,Exome,,Y ,Complete,,,,,,,Rhynchomys_isarogensis_JAE2195_EXOME,,,,,,,,,,,
Murinae,Hydromyini,Chrotomys,Rhynchomys,soricoides,Thomas,Thomas,PHILIPPINES,Rhynchomys soricoides,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Hydromyini,Chrotomys,Rhynchomys,tapulao,Balete;  Rickart;  Rosell-Ambal;  Jansa;  & Heaney,Thomas,PHILIPPINES,Rhynchomys tapulao,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Saxatilomys,paulinae,Musser;  Smith;  Robinson;  & Lunde,Musser;  Smith;  Robinson;  & Lunde,ASIA,Saxatilomys paulinae,Y ,N,EC7,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Solomys,ponceleti,Troughton,Ramsay,SAHUL,Solomys ponceleti,Y ,N,Complete,,NO,,,,,,Sample no Voucher;  EC7 (AM_M21863);  request liver ABTC,,Solomys_ponceleti_SCU_pon42_EC2,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Solomys,salamonis,Ramsay,Ramsay,SAHUL,Solomys salamonis,Y ,N,Complete,,NO,,,,,,,,Solomys_salamonsis_M11257_EC4,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Solomys,salebrosus,Troughton,Ramsay,SAHUL,Solomys salebrosus,Y ,N,Complete,,Y ,In Capture at UoM,,,,,,,Solomys_salebrosus_ABTC64864_EC1,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Solomys,sapientis,Thomas,Ramsay,SAHUL,Solomys sapientis,Maybe,Maybe,Failed,,NO,,,,,,Poor Sequence; Repeat?,,Solomys_sapientis_M23989_EC5,,,,,,,,,,,
Murinae,Rattini,Echiothrix,Sommeromys,macrorhinos,Musser & Durden,Musser & Durden,WALLACEA,Sommeromys macrorhinos,Y ,N,Exome,,Y ,Complete,,,,,,,Sommeromys_macrorhinos_Z21740_EXOME,,,,,,,,,,,
Murinae,Hydromyini,Chrotomys,Soricomys,kalinga,Balete;  Rickart;  & Heaney,Rickart;  Heaney;  Tabaranza Jr.;  & Balete,PHILIPPINES,Soricomys kalinga,Y ,Y,To Request,,NO,,,,,,,,Sundamys_muelleri_JAE1283_EXOME,,,,,,,,,,,
Murinae,Hydromyini,Chrotomys,Soricomys,leonardocoi,Balete;  Rickart;  Heaney;  Alviola;  M. V. Duya;  M. R. M. Duya;  Sosa;  & Jansa,Rickart;  Heaney;  Tabaranza Jr.;  & Balete,PHILIPPINES,Soricomys leonardocoi,Y ,Y,To Request,,NO,,,,,,,,Taeromys_punicans_JLP25862_EXOME,,,,,,,,,,,
Murinae,Hydromyini,Chrotomys,Soricomys,montanus,Balete;  Rickart;  Heaney;  Alviola;  M. V. Duya;  M. R. M. Duya;  Sosa;  & Jansa,Rickart;  Heaney;  Tabaranza Jr.;  & Balete,PHILIPPINES,Soricomys montanus,Y ,Y,To Request,,NO,,,,,,,,Tateomys_macrocercus_Z21834_EXOME,,,,,,,,,,,
Murinae,Hydromyini,Chrotomys,Soricomys,musseri,Rickart;  Heaney;  Tabaranza Jr.;  & Balete,Rickart;  Heaney;  Tabaranza Jr.;  & Balete,PHILIPPINES,Soricomys musseri,Y ,Y,To Request,,NO,,,,,,,,Tateomys_rhinogradoides_Z21785_EXOME,,,,,,,,,,,
Murinae,Rattini,Srilankamys,Srilankamys,ohiensis,Phillips,Phillips,ASIA,Srilankamys ohiensis,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Stenocephalemys,albipes,,,AFRICA,Stenocephalemys albipes,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Stenocephalemys,albocaudata,Frick,,AFRICA,Stenocephalemys albocaudata,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Stenocephalemys,griseicauda,F. Petter,,AFRICA,Stenocephalemys griseicauda,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Stenocephalemys,ruppi,Van Der Straeten & Dieterlen,,AFRICA,Stenocephalemys ruppi,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Hybomys,Stochomys,longicaudatus,Tullberg,Tullberg,AFRICA,Stochomys longicaudatus,Y ,Y,To Request,"ABTC	65692	SAMA	M13640ABTC	65693	SAMA	M13641ABTC	65694	SAMA	M13642",NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Bunomys,Sundamys,infraluteus,Thomas,Jentink,SUNDA,Sundamys infraluteus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Bunomys,Sundamys,maxi,Sody,Jentink,SUNDA,Sundamys maxi,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Bunomys,Sundamys,muelleri,Jentink,Jentink,SUNDA,Sundamys muelleri,Y ,N,Exome,,Y ,Complete,,,,,,,Sundamys_muelleri_JAE1283_EXOME,,,,,,,,,,,
Murinae,Rattini,Bunomys,Sundamys (Rattus),annandalei,Bonhote,Linnaeus,SUNDA,Sundamys (Rattus) annandalei,Y ,N,Exome,,Y ,In capture at UoM (ID change),,,,,,,,,,,,,,,,,,
Murinae,Rattini,Bunomys,Taeromys,arcuatus,Tate & Archbold,Gray,WALLACEA,Taeromys arcuatus,Y ,Y,To Request,(skin),NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Bunomys,Taeromys,callitrichus,Jentink,Gray,WALLACEA,Taeromys callitrichus,Y ,N,EC7,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Bunomys,Taeromys,celebensis,Gray,Gray,WALLACEA,Taeromys celebensis,Y ,N,EC7,,ADD,ADD_Extract at MV,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Bunomys,Taeromys,hamatus,Miller & Hollister,Gray,WALLACEA,Taeromys hamatus,Y ,N,EC7,,ADD,ADD_Extract at MV,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Bunomys,Taeromys,microbullatus,Tate & Archbold,Gray,WALLACEA,Taeromys microbullatus,Y ,Y,To Request,(skin),NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Bunomys,Taeromys,punicans,Miller & Hollister,Gray,WALLACEA,Taeromys punicans,Y ,N,EC7,,Y ,In Capture at UoM,,,,,,,Taeromys_punicans_JLP25862_EXOME,,,,,,,,,,,
Murinae,Rattini,Bunomys,Taeromys,taerae,Sody,Gray,WALLACEA,Taeromys taerae,Y ,N,EC7,,ADD,ADD_Extract at MV,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Tarsomys,apoensis,Mearns,Mearns,PHILIPPINES,Tarsomys apoensis,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Tarsomys,echinatus,Musser & Heaney,Mearns,PHILIPPINES,Tarsomys echinatus,Y ,Y,To Request,(skin),NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Echiothrix,Tateomys,macrocercus,Musser,Musser,WALLACEA,Tateomys macrocercus,Y ,N,Exome,,Y ,Complete,,,,,,,Tateomys_macrocercus_Z21834_EXOME,,,,,,,,,,,
Murinae,Rattini,Echiothrix,Tateomys,rhinogradoides,Musser,Musser,WALLACEA,Tateomys rhinogradoides,Y ,N,Exome,,Y ,Complete,,,,,,,Tateomys_rhinogradoides_Z21785_EXOME,,,,,,,,,,,
Murinae,Arvicanthini,Oenomys,Thallomys,loringi,Heller,Sundevall,AFRICA,Thallomys loringi,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Oenomys,Thallomys,nigricauda,Thomas,Sundevall,AFRICA,Thallomys nigricauda,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Oenomys,Thallomys,paedulcus,Sundevall,Sundevall,AFRICA,Thallomys paedulcus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Oenomys,Thallomys,shortridgei,Thomas & Hinton,Sundevall,AFRICA,Thallomys shortridgei,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Oenomys,Thamnomys,kempi,Dollman,Thomas,AFRICA,Thamnomys kempi,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Oenomys,Thamnomys,major,Hatt,Hatt,AFRICA,Thamnomys major,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Oenomys,Thamnomys,schoutedeni,Hatt,Hatt,AFRICA,Thamnomys schoutedeni,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Arvicanthini,Oenomys,Thamnomys,venustus,Thomas,Thomas,AFRICA,Thamnomys venustus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Apodemini,Apodemus,Tokudaia,muenninki,Johnson,Abe,ASIA,Tokudaia muenninki,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Apodemini,Apodemus,Tokudaia,osimensis,Abe,Abe,ASIA,Tokudaia osimensis,Y ,Y,To Request,,ADD,ADD_Need Sample,,,,,,,,,,,,,,,,,,
Murinae,Apodemini,Apodemus,Tokudaia,tokunoshimensis,Endo & Tsuchiya,Abe,ASIA,Tokudaia tokunoshimensis,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Dacnomys,Tonkinomys,daoventieni,Musser;  Lunde;  & Nguyen Truong Son,Musser;  Lunde;  & Nguyen Truong Son,ASIA,Tonkinomys daoventieni,Y ,Y,To Request,"ABTC	117780ABTC	117781",NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Tryphomys,adustus,Miller,Miller,PHILIPPINES,Tryphomys adustus,Y ,Y,To Request,(skin),NO,,,,,,,,,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Uromys,anak,Thomas,Krefft,SAHUL,Uromys anak,Y ,N,Complete,,NO,,,,,,,,Uromys_anak_ABTC87306_EC2,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Uromys,boeadii,Groves & Flannery,Krefft,SAHUL,Uromys boeadii,Maybe,Maybe,UNKNOWN SOURCE,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Uromys,caudimaculatus,Krefft,Krefft,SAHUL,Uromys caudimaculatus,Y ,N,Complete,,Y ,In Capture at UoM,,,,,more samples EC7,aruensis;  scaphax;  nero. U.c. Cape York and Raja Ampats,Uromys_caudimaculatus_ASA09_EC1,Uromys_caudimaculatus_KCR_DT10Uc01_EC5,Uromys_caudimaculatus_KCR_IR04Uc01_EC5,Uromys_caudimaculatus_(nero)_NHM_1913_61813_EC4,Uromys_caudimaculatus_(scaphax)_NHM_1913_6188_EC4,Uromys_aruensis_BMNH29320_EC4,Uromys_aruensis_NHM_1872_353_EC4,,,,,
Murinae,Hydromyini,Uromys,Uromys,emmae,Groves & Flannery,Krefft,SAHUL,Uromys emmae,Y ,N,Complete,,NO,,,,,,1 sample,real taxon (not U. caudicmaculatus),Uromys_emmae_M7200_EC4,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Uromys,hadrourus,Winter,Krefft,SAHUL,Uromys hadrourus,Y ,N,EC8,,NO,,,,,,,,ANWC_M24470,AM_M.12521,,,,,,,,,,
Murinae,Hydromyini,Uromys,Uromys,imperator,Thomas,Krefft,SAHUL,Uromys imperator,Y ,N,EC8,,NO,,,,,,poor sequence,,Uromys_imperator_NHM_89_437_EC4,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Uromys,neobritannicus,Tate & Archbold,Krefft,SAHUL,Uromys neobritannicus,Y ,N,Complete,,NO,,,,,,,,Uromys_neobritannicus_M21118_EC5,Uromys_neobritannicus_M99881_EC2,,,,,,,,,,
Murinae,Hydromyini,Uromys,Uromys,porculus,Thomas,Krefft,SAHUL,Uromys porculus,Y ,N,Complete,,NO,,,,,,,Not Uromys,Uromys_porculus_NHM_1889_438_EC4,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Uromys,rex,Thomas,Krefft,SAHUL,Uromys rex,Y ,N,Complete,,NO,,,,,,,,Uromys_rex_M19739_EC4,Uromys_rex_NHM_89_439_EC4,,,,,,,,,,
Murinae,Hydromyini,Uromys,Uromys,siebersi,Thomas,Krefft,SAHUL,Uromys siebersi,Y ,N,Complete,,NO,,,,,,,real taxon (not U. caudicmaculatus),Uromys_siebersi_NHM_1923_4312_EC4,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Uromys,sp_nov_Malukus,,,SAHUL,Uromys sp_nov_Malukus,Y ,N,Complete,,Y ,In Capture at UoM,,,,,,New Speceis from PH Fabre,Uromys_sp_YS380_EC5,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Uromys,vika,Lavery & Judge,Krefft,SAHUL,Uromys vika,Y ,N,Complete,,NO,,,,,,,sister to U. rex,Uromys_vika_JM20938_EC5,,,,,,,,,,,
Murinae,incertae sedis,incertae sedis,Vandeleuria,nilagirica,Jerdon,Bennett,ASIA,Vandeleuria nilagirica,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,incertae sedis,incertae sedis,Vandeleuria,nolthenii,Phillips,Bennett,ASIA,Vandeleuria nolthenii,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,incertae sedis,incertae sedis,Vandeleuria,oleracea,Bennett,Bennett,ASIA,Vandeleuria oleracea,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,incertae sedis,incertae sedis,Vernaya,fulva,G. M. Allen,G. M. Allen,ASIA,Vernaya fulva,Y ,Y,Poor sequence EC4; request new sample,"ABTC	120916	SAMA	M25250ABTC	120919	SAMA	M25253",NO,,,,,,Mediocre sequence,,Vernaya_sp_M25250_EC4,,,,,,,,,,,
Murinae,Rattini,Echiothrix,Waiomys,mamasae,Rowe;  Achmadi;  & Esselstyn,Rowe;  Achmadi;  & Esselstyn,WALLACEA,Waiomys mamasae,Y ,N,Exome,,Y ,Complete,,,,,,,Waiomys_mamasae_Z20624_EXOME,,,,,,,,,,,
Murinae,Hydromyini,Mallomys,Xenuromys,barbatus,Milne-Edwards,Milne-Edwards,SAHUL,Xenuromys barbatus,Y ,N,Complete,,Y ,In Capture at UoM,,,,,,,Xenuromys_barbatus_Y250_EC1,,,,,,,,,,,
Murinae,Hydromyini,Hydromys,Xeromys,myoides,Thomas,Thomas,SAHUL,Xeromys myoides,Y ,N,Complete,,Y ,In Capture at UoM,,,,,,Aus + NG samples,Xeromys_myoides_ABTC30709_EC1,Xeromys_myoides_NHM_44_413_EC4,,,,,,,,,,
Murinae,Praomyini,Colomys,Zelotomys,hildegardeae,Thomas,Thomas,AFRICA,Zelotomys hildegardeae,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Colomys,Zelotomys,woosnami,Schwann,Thomas,AFRICA,Zelotomys woosnami,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Zyzomys,argurus,Thomas,Thomas,SAHUL,Zyzomys argurus,Y ,N,Complete,,Y ,Complete,,,,,,,Zyzomys_argurus_ABTC07908_EC1,Zyzomys_argurus_ABTC61630_EXOME2,,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Zyzomys,maini,Kitchener,Thomas,SAHUL,Zyzomys maini,Y ,N,Complete,,Y ,Complete,,,,,,,Zyzomys_maini_ABTC07900_EXOME2,Zyzomys_maini_ABTC8025_EC5,,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Zyzomys,palatalis,Kitchener,Thomas,SAHUL,Zyzomys palatalis,Y ,N,Complete,,Y ,Complete,,,,,,,Zyzomys_palatalis_ABTC30744_EXOME2,Zyzomys_palatalis_ABTC70857_EC5,,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Zyzomys,pedunculatus,Waite,Thomas,SAHUL,Zyzomys pedunculatus,Y ,N,Complete,,Y ,Complete,,,,,,,Zyzomys_pedunculatus_Z34923_EC2,Zyzomys_pedunculatus_Z34925_EXOME2,,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Zyzomys,woodwardi,Thomas,Thomas,SAHUL,Zyzomys woodwardi,Y ,N,Complete,,Y ,Complete,,,,,,,Zyzomys_woodwardi_ABTC07903_EC2,Zyzomys_woodwardi_ABTC07951_EXOME2,,,,,,,,,,
